288430514-00;49159;1;6;22/07/2020
215098585-00;57247;0;1018;22/07/2020
129198684-00;74949;0;562;23/07/2020
119099020-00;26831;0;176;24/07/2020
129415674-00;69494;0;74;24/07/2020
342940596-00;3136;0;28;24/07/2020
196591209-00;3758;0;25;25/07/2020
135601778-00;3953;1;52;25/07/2020
219343220-00;47199;1;113;25/07/2020
351237447-00;34847;0;121;25/07/2020
190135467-00;34295;1;197;26/07/2020
422891795-00;63914;0;424;26/07/2020
291905786-00;99355;1;121;26/07/2020
367394086-00;41373;1;255;27/07/2020
406598552-00;107912;0;151;27/07/2020
174701514-00;82608;1;13;27/07/2020
379249517-00;51601;0;133;27/07/2020
413663086-00;67828;0;338;28/07/2020
394850508-00;29514;1;191;29/07/2020
381616263-00;36605;0;631;29/07/2020
126508043-00;65513;0;403;29/07/2020
156490814-00;86721;0;504;30/07/2020
190447799-00;12334;0;97;31/07/2020
371502712-00;92525;0;144;31/07/2020
458461759-00;20325;0;113;31/07/2020
160999001-00;48905;1;158;1/8/2020
370126166-00;109806;0;829;1/8/2020
128438478-00;90844;1;215;2/8/2020
184949153-00;89734;1;665;3/8/2020
111089322-00;47211;0;18;3/8/2020
433278156-00;33319;0;481;4/8/2020
124370155-00;50124;0;291;4/8/2020
115076098-00;65237;1;60;4/8/2020
357331612-00;28463;0;336;4/8/2020
211994808-00;72326;0;54;4/8/2020
125792126-00;51628;1;643;4/8/2020
369129178-00;109763;0;1175;6/8/2020
232111062-00;88596;0;181;6/8/2020
285848456-00;51611;0;164;6/8/2020
111932047-00;89577;1;10;6/8/2020
242694985-00;69743;0;1154;7/8/2020
282801205-00;2674;1;240;7/8/2020
294029649-00;39270;1;361;7/8/2020
448214015-00;44070;0;30;7/8/2020
303048262-00;19350;0;20;7/8/2020
226160169-00;75811;0;10;8/8/2020
438096021-00;85317;0;469;9/8/2020
414285825-00;8758;0;100;9/8/2020
267067858-00;39910;0;63;9/8/2020
285632398-00;58707;0;16;10/8/2020
131754376-00;6397;1;367;10/8/2020
266961643-00;27957;0;131;10/8/2020
183829876-00;60871;1;41;11/8/2020
434018739-00;49047;0;411;11/8/2020
159613108-00;94790;1;16;11/8/2020
104280726-00;39322;1;707;11/8/2020
415248165-00;14027;0;564;12/8/2020
212353270-00;79867;0;642;12/8/2020
371460456-00;90674;0;241;13/08/2020
325036246-00;19617;0;198;13/08/2020
133973593-00;97645;0;98;14/08/2020
167777997-00;86686;0;250;14/08/2020
431771656-00;56032;0;189;15/08/2020
243043047-00;82352;0;244;15/08/2020
310462623-00;8387;0;1038;15/08/2020
386332434-00;7852;0;2017;15/08/2020
351008491-00;21494;1;448;16/08/2020
437229175-00;99798;0;9;16/08/2020
462584518-00;48320;1;80;17/08/2020
297614522-00;109364;0;180;17/08/2020
199911508-00;47089;0;83;18/08/2020
460153274-00;1283;0;193;19/08/2020
448827699-00;44568;1;586;19/08/2020
446672825-00;65848;0;646;21/08/2020
397465706-00;66887;1;33;21/08/2020
362507405-00;22589;0;514;21/08/2020
400494959-00;25851;1;40;22/08/2020
222524242-00;92990;1;23;22/08/2020
112597482-00;47200;1;1192;23/08/2020
461200132-00;100433;0;339;23/08/2020
267191548-00;34334;0;242;25/08/2020
333724520-00;87843;1;521;25/08/2020
177944145-00;15339;0;495;25/08/2020
387282556-00;48494;0;481;27/08/2020
266656058-00;42265;0;261;27/08/2020
271419689-00;75556;0;7;28/08/2020
386363400-00;51285;1;685;28/08/2020
440382697-00;55717;1;22;29/08/2020
163803270-00;93931;0;65;29/08/2020
154259755-00;35017;0;59;30/08/2020
193550325-00;60962;0;135;30/08/2020
121205060-00;52552;1;102;30/08/2020
449634951-00;43136;0;145;30/08/2020
192313358-00;59595;0;130;31/08/2020
377191846-00;54004;0;1543;31/08/2020
429324869-00;15539;0;53;31/08/2020
317150237-00;74630;0;249;31/08/2020
299963061-00;90389;0;15;1/9/2020
166912868-00;67647;0;954;1/9/2020
101876707-00;78845;0;431;1/9/2020
327206766-00;70645;0;678;1/9/2020
323457180-00;3474;1;430;2/9/2020
165261403-00;97323;0;114;2/9/2020
132886700-00;5869;0;409;2/9/2020
350227210-00;109373;1;600;3/9/2020
343719926-00;39289;0;132;3/9/2020
305480350-00;37978;0;415;4/9/2020
366988037-00;42567;0;766;4/9/2020
345467344-00;5898;1;722;4/9/2020
252848287-00;31705;0;479;5/9/2020
355071152-00;59058;0;35;5/9/2020
250414110-00;12021;0;598;6/9/2020
187708632-00;25976;1;28;6/9/2020
247696549-00;13607;1;33;7/9/2020
188534815-00;90707;1;102;7/9/2020
157424083-00;68948;0;366;8/9/2020
310270639-00;53297;1;42;8/9/2020
333035416-00;86509;0;324;8/9/2020
360177574-00;99860;1;1046;9/9/2020
369129178-00;65811;0;1447;9/9/2020
236450556-00;84408;0;388;9/9/2020
388063236-00;33314;1;711;10/9/2020
260399126-00;50908;0;284;10/9/2020
332253517-00;97054;0;21;10/9/2020
240180578-00;28466;0;557;10/9/2020
239325809-00;4624;0;405;11/9/2020
286354361-00;46379;0;33;12/9/2020
162236610-00;70118;0;139;12/9/2020
170828428-00;10078;0;655;12/9/2020
255599203-00;48620;0;509;12/9/2020
169976331-00;26374;0;217;13/09/2020
420725061-00;37178;1;673;13/09/2020
462637940-00;60320;0;378;13/09/2020
348467795-00;2141;1;486;13/09/2020
355875543-00;64268;0;384;13/09/2020
220971868-00;92928;0;550;14/09/2020
259895328-00;4030;0;115;14/09/2020
295103374-00;64839;0;42;14/09/2020
437550515-00;36880;0;620;14/09/2020
290040507-00;66227;1;115;14/09/2020
233975008-00;25671;0;377;16/09/2020
255654765-00;43064;0;366;17/09/2020
207486792-00;98055;0;5;17/09/2020
396363739-00;101903;0;0;17/09/2020
153452572-00;34773;0;99;17/09/2020
114383685-00;87740;0;103;17/09/2020
267571742-00;49728;0;1094;18/09/2020
310270639-00;3941;0;23;18/09/2020
322920495-00;44506;1;52;18/09/2020
304658591-00;56065;1;316;18/09/2020
176351209-00;13004;1;17;19/09/2020
157023889-00;53482;0;443;19/09/2020
460079376-00;36815;0;192;19/09/2020
135421174-00;93952;0;571;20/09/2020
120018219-00;48797;0;66;20/09/2020
216613810-00;20697;0;75;21/09/2020
252635180-00;65659;0;50;21/09/2020
104979684-00;83307;0;561;22/09/2020
195805087-00;93737;0;376;23/09/2020
445050162-00;10693;1;324;23/09/2020
390455526-00;12989;0;952;23/09/2020
334676832-00;3815;0;440;24/09/2020
122203296-00;15058;0;17;24/09/2020
442282534-00;12567;0;2;24/09/2020
108603924-00;45199;0;409;24/09/2020
188016692-00;65127;1;601;25/09/2020
173205553-00;77042;1;57;25/09/2020
321275407-00;48144;0;142;27/09/2020
188966740-00;21052;0;952;28/09/2020
415928234-00;26877;0;59;28/09/2020
247782977-00;20885;0;427;29/09/2020
411902746-00;81763;0;28;29/09/2020
336613666-00;80938;1;1276;30/09/2020
437559652-00;24411;0;935;30/09/2020
400393744-00;78750;0;63;30/09/2020
221333452-00;81849;0;17;1/10/2020
423905470-00;72699;0;69;2/10/2020
313632632-00;66325;0;15;2/10/2020
451123101-00;49683;0;217;2/10/2020
360004835-00;88411;0;703;2/10/2020
113672836-00;78180;1;446;3/10/2020
291062509-00;50678;0;55;4/10/2020
204735248-00;67522;1;1099;4/10/2020
207073999-00;16218;1;225;5/10/2020
420968032-00;16938;0;915;5/10/2020
408849814-00;105797;0;31;6/10/2020
335038620-00;97795;0;15;6/10/2020
442797657-00;72635;0;162;6/10/2020
127975067-00;35607;0;258;6/10/2020
108160498-00;11759;0;985;6/10/2020
311194034-00;24375;0;801;7/10/2020
229345189-00;96859;1;336;7/10/2020
460037564-00;104495;0;30;8/10/2020
237465327-00;46109;0;47;8/10/2020
285848456-00;5903;0;1269;8/10/2020
268913677-00;95370;0;405;9/10/2020
200283922-00;46917;0;129;10/10/2020
311724414-00;19160;0;2658;11/10/2020
309709322-00;49461;0;407;11/10/2020
381167257-00;84827;0;186;11/10/2020
223435734-00;46387;0;738;11/10/2020
419476637-00;5100;1;385;11/10/2020
368701065-00;37699;0;296;12/10/2020
121124021-00;61027;0;669;12/10/2020
385119288-00;78363;0;411;13/10/2020
396128579-00;91688;1;54;13/10/2020
392771043-00;46222;1;371;13/10/2020
293287690-00;83034;1;882;14/10/2020
374608147-00;27275;1;1288;14/10/2020
102963643-00;64583;1;202;14/10/2020
226355560-00;61759;1;45;14/10/2020
133917306-00;96036;0;114;15/10/2020
327282595-00;59878;0;523;15/10/2020
415204901-00;66432;1;1102;15/10/2020
113604608-00;21331;0;259;15/10/2020
269671130-00;35217;0;1556;15/10/2020
194931203-00;52459;1;178;15/10/2020
163962765-00;48721;1;48;16/10/2020
165735938-00;57318;0;1205;16/10/2020
426093074-00;33396;0;479;16/10/2020
247524744-00;60001;0;1700;17/10/2020
238101432-00;84399;1;161;17/10/2020
376585128-00;26463;0;236;17/10/2020
362604635-00;31619;0;19;17/10/2020
377030874-00;10137;1;182;17/10/2020
227932131-00;50192;0;285;18/10/2020
299806413-00;9849;0;11;18/10/2020
111685251-00;57502;1;7;19/10/2020
331001520-00;103673;0;303;20/10/2020
360753088-00;98993;0;8;21/10/2020
416398106-00;106548;1;262;21/10/2020
124399748-00;105343;0;130;21/10/2020
339530763-00;20757;0;2978;21/10/2020
382700103-00;64583;0;224;22/10/2020
414107372-00;8900;1;612;23/10/2020
461200132-00;69149;1;582;23/10/2020
203100519-00;8226;0;1;23/10/2020
428904817-00;61657;1;665;23/10/2020
139897003-00;38890;1;565;24/10/2020
395132447-00;19694;0;357;24/10/2020
241138781-00;39333;0;26;25/10/2020
216336581-00;58977;0;25;25/10/2020
251563677-00;56415;1;622;25/10/2020
419315105-00;46895;0;53;26/10/2020
312115164-00;18885;1;100;27/10/2020
336325890-00;108256;0;1;27/10/2020
408512624-00;89348;0;155;27/10/2020
337030164-00;90220;1;1395;28/10/2020
193838331-00;9121;1;58;29/10/2020
454715952-00;48530;1;34;29/10/2020
460483360-00;56819;0;606;30/10/2020
246088935-00;36787;0;1020;30/10/2020
366926283-00;17521;0;418;30/10/2020
313738835-00;79667;0;29;30/10/2020
309808833-00;93197;1;59;31/10/2020
171320452-00;36326;1;44;1/11/2020
180919490-00;65206;1;348;1/11/2020
181537377-00;54642;0;49;2/11/2020
360951044-00;46643;1;832;2/11/2020
177924311-00;38206;0;622;2/11/2020
432412705-00;54576;1;748;2/11/2020
461038929-00;56360;1;21;3/11/2020
133582526-00;73418;1;113;3/11/2020
178733477-00;47613;0;245;3/11/2020
308248665-00;42827;0;832;3/11/2020
417959906-00;45889;1;415;3/11/2020
176084036-00;55764;1;1525;3/11/2020
393022046-00;44074;0;0;4/11/2020
131888000-00;5377;1;545;4/11/2020
416154396-00;22015;0;225;5/11/2020
200975920-00;101673;0;24;5/11/2020
313435502-00;104572;0;581;6/11/2020
451464561-00;102320;1;37;6/11/2020
340552218-00;107142;1;1524;6/11/2020
406433739-00;95218;0;649;6/11/2020
305132240-00;91959;1;319;7/11/2020
224800091-00;107557;1;66;7/11/2020
121267887-00;71529;0;7883;7/11/2020
209060533-00;36518;0;84;8/11/2020
424053861-00;94381;1;245;8/11/2020
286142454-00;84367;0;303;8/11/2020
207305260-00;93203;0;299;9/11/2020
365789448-00;8304;0;373;9/11/2020
346976811-00;64028;1;6;11/11/2020
352122689-00;17010;0;498;11/11/2020
377500104-00;70574;1;179;12/11/2020
450747904-00;26510;1;219;12/11/2020
395018635-00;47873;0;249;13/11/2020
410803346-00;99238;0;187;13/11/2020
310971830-00;73296;1;1020;14/11/2020
215051290-00;31793;0;1858;14/11/2020
124602408-00;59449;0;425;15/11/2020
316194984-00;43865;0;207;15/11/2020
445824064-00;15250;0;282;15/11/2020
437430898-00;20502;0;15;16/11/2020
190855840-00;93219;0;354;17/11/2020
222303439-00;74416;0;3702;18/11/2020
210106709-00;87174;1;1157;18/11/2020
397403905-00;19411;0;384;18/11/2020
293398724-00;38904;0;875;18/11/2020
448207847-00;68848;0;146;19/11/2020
342136829-00;17798;0;212;19/11/2020
292919952-00;12723;0;83;20/11/2020
260708688-00;106914;0;388;21/11/2020
408769153-00;68988;1;614;21/11/2020
238577795-00;92704;0;136;21/11/2020
188997456-00;49470;1;1380;21/11/2020
454368665-00;27747;1;1125;22/11/2020
115061351-00;101405;1;327;22/11/2020
369832962-00;41747;0;46;22/11/2020
233699096-00;74351;0;1474;22/11/2020
411355454-00;48742;0;682;23/11/2020
431309897-00;4718;0;1282;24/11/2020
381536936-00;67558;1;651;25/11/2020
129149145-00;89752;1;316;26/11/2020
423204045-00;92809;0;1125;27/11/2020
359536933-00;70592;1;641;27/11/2020
372448074-00;6817;1;35;28/11/2020
306767739-00;74646;0;299;30/11/2020
449233149-00;12333;1;327;30/11/2020
179780459-00;71089;0;502;30/11/2020
382556387-00;92508;0;622;30/11/2020
174511844-00;16921;0;13;30/11/2020
297619444-00;34928;0;1262;30/11/2020
438366220-00;62673;0;652;30/11/2020
251738688-00;31000;1;424;1/12/2020
286621030-00;37662;0;75;1/12/2020
294113292-00;35599;1;178;1/12/2020
391836832-00;20744;0;283;1/12/2020
152157156-00;10304;1;311;1/12/2020
394607858-00;50192;0;1632;1/12/2020
173512262-00;103296;0;198;2/12/2020
421689480-00;75766;0;1434;2/12/2020
221065847-00;17596;0;21;3/12/2020
126819790-00;71565;0;118;4/12/2020
405098427-00;9457;1;73;4/12/2020
355072850-00;20847;0;272;4/12/2020
259359747-00;108507;0;709;4/12/2020
344001756-00;45400;0;768;4/12/2020
278125087-00;79389;1;128;4/12/2020
220627263-00;37114;1;325;5/12/2020
223625442-00;99136;0;937;5/12/2020
114826994-00;28687;1;57;6/12/2020
211500777-00;72223;0;5;6/12/2020
124278546-00;87706;0;358;8/12/2020
461325103-00;70187;1;232;8/12/2020
230507778-00;13384;1;1339;8/12/2020
270674123-00;107228;1;163;9/12/2020
340808210-00;7239;0;271;10/12/2020
361862411-00;54253;0;274;10/12/2020
264029696-00;63808;0;22;10/12/2020
179355947-00;59289;1;404;11/12/2020
424326573-00;93252;0;132;11/12/2020
399101187-00;17520;0;137;11/12/2020
347577632-00;85389;0;1807;11/12/2020
305052521-00;70111;0;714;11/12/2020
449271375-00;11313;0;54;11/12/2020
108258635-00;56121;0;20;12/12/2020
320170016-00;74722;1;458;12/12/2020
237238381-00;30399;1;102;13/12/2020
353223263-00;14521;0;253;14/12/2020
227310276-00;80718;0;1314;15/12/2020
420725061-00;23312;0;1037;15/12/2020
307557445-00;46546;0;345;16/12/2020
137681380-00;20421;0;784;16/12/2020
241188267-00;42795;1;750;16/12/2020
453243952-00;99229;0;4;17/12/2020
314969912-00;71285;0;264;17/12/2020
241075318-00;105352;0;16;17/12/2020
248591108-00;22087;1;2021;17/12/2020
100294871-00;79706;0;113;18/12/2020
107346530-00;56397;1;1070;18/12/2020
307139329-00;90485;0;180;20/12/2020
400582150-00;2074;0;650;20/12/2020
257721325-00;12394;0;84;20/12/2020
449372308-00;40783;1;1457;21/12/2020
305724488-00;56775;0;53;21/12/2020
352504355-00;23807;0;106;22/12/2020
315517271-00;29659;1;303;22/12/2020
317615755-00;9077;0;1257;23/12/2020
236327790-00;109751;0;65;23/12/2020
455393781-00;100145;0;1118;23/12/2020
365187422-00;55116;0;18;24/12/2020
434226522-00;83988;0;1525;24/12/2020
103480129-00;45302;0;690;24/12/2020
374946552-00;5562;0;532;24/12/2020
435990969-00;55270;0;141;24/12/2020
347123552-00;102868;1;327;24/12/2020
257779108-00;89355;0;160;24/12/2020
443064879-00;19060;0;373;25/12/2020
355546537-00;10570;0;1013;26/12/2020
103364480-00;96563;1;131;26/12/2020
315749981-00;4108;1;584;26/12/2020
358101865-00;64595;1;750;27/12/2020
397682634-00;65500;0;1846;27/12/2020
323435618-00;7653;1;130;29/12/2020
332494622-00;14004;0;388;29/12/2020
260566511-00;103534;0;368;29/12/2020
179226072-00;52751;1;606;30/12/2020
422765001-00;12637;0;815;31/12/2020
377545327-00;9126;0;310;31/12/2020
307136301-00;9938;0;169;31/12/2020
133318763-00;107641;0;153;1/1/2021
223148154-00;61330;0;233;2/1/2021
274811721-00;77331;1;15;2/1/2021
440764820-00;104190;1;218;2/1/2021
237114081-00;104825;0;2238;2/1/2021
446712422-00;29769;1;1134;2/1/2021
314653271-00;30938;0;86;3/1/2021
403982701-00;90819;0;70;3/1/2021
401406320-00;24432;0;179;3/1/2021
220409164-00;9071;1;298;3/1/2021
206701822-00;98351;0;258;6/1/2021
344249747-00;60216;0;709;7/1/2021
393715645-00;72431;0;291;12/1/2021
401155587-00;84764;0;200;12/1/2021
141763001-00;35872;1;339;13/01/2021
283350372-00;51065;0;1173;14/01/2021
277364856-00;91502;0;111;14/01/2021
423442345-00;88100;0;39;15/01/2021
140740193-00;25126;0;9;17/01/2021
311592076-00;78286;0;149;17/01/2021
256478405-00;31953;0;396;17/01/2021
186066443-00;107799;0;186;18/01/2021
124899385-00;25371;0;294;19/01/2021
103410977-00;80641;1;15;19/01/2021
393086150-00;24718;1;4;19/01/2021
390442716-00;44205;0;7373;19/01/2021
328927046-00;86489;1;284;20/01/2021
293831142-00;23926;1;961;20/01/2021
323124155-00;62769;0;5102;21/01/2021
119182900-00;19024;1;1235;22/01/2021
266755684-00;32064;1;61;22/01/2021
210081906-00;87451;0;99;23/01/2021
392184657-00;35334;1;1437;23/01/2021
366911672-00;13314;1;958;24/01/2021
411355168-00;84805;0;240;25/01/2021
331864160-00;16634;0;15;26/01/2021
127759087-00;35573;1;43;28/01/2021
102321012-00;58974;1;907;28/01/2021
136341495-00;94282;0;1519;28/01/2021
421174297-00;80075;0;41;29/01/2021
274757901-00;78369;0;1255;29/01/2021
239180270-00;91320;0;148;30/01/2021
280901175-00;30157;0;1423;30/01/2021
327479002-00;34631;0;3;30/01/2021
256562437-00;40978;0;2192;31/01/2021
194670840-00;97970;0;112;31/01/2021
241405331-00;31158;0;660;31/01/2021
242727452-00;11836;1;115;1/2/2021
263871298-00;80853;1;858;1/2/2021
272693695-00;85218;0;4284;4/2/2021
120027908-00;21391;0;294;4/2/2021
283580708-00;44125;1;230;5/2/2021
184219351-00;74220;1;2224;6/2/2021
192314901-00;75103;0;660;6/2/2021
240587020-00;84038;0;484;6/2/2021
226638745-00;34788;0;194;6/2/2021
433185102-00;101370;0;1704;7/2/2021
460483360-00;23514;0;437;7/2/2021
373025201-00;43594;0;1543;9/2/2021
439851359-00;109668;0;3026;10/2/2021
259163097-00;88173;0;1992;11/2/2021
183273357-00;56693;0;208;12/2/2021
426224008-00;87716;0;5;13/02/2021
184217576-00;78319;0;4080;13/02/2021
384285450-00;93276;0;642;14/02/2021
166372919-00;56524;1;302;15/02/2021
159210882-00;6125;1;392;16/02/2021
410459162-00;26196;0;2131;17/02/2021
369830999-00;59438;1;371;18/02/2021
291981216-00;55132;1;5768;18/02/2021
160576835-00;1863;0;40;20/02/2021
300642888-00;78735;0;3200;20/02/2021
255017359-00;71365;1;870;21/02/2021
361317848-00;10267;0;2569;22/02/2021
393953616-00;62545;0;551;24/02/2021
166752085-00;91825;0;1410;25/02/2021
252715258-00;73893;0;140;25/02/2021
186105031-00;56371;0;3268;25/02/2021
176162522-00;98491;0;1814;25/02/2021
180781877-00;6487;0;460;26/02/2021
254946567-00;84689;0;795;27/02/2021
211465177-00;5852;1;110;28/02/2021
257682025-00;10356;1;248;29/02/2021
252634167-00;48413;0;118;1/3/2021
419591084-00;106815;1;454;1/3/2021
336094402-00;43592;0;2291;2/3/2021
181812003-00;75538;1;881;2/3/2021
213316381-00;79747;0;95;2/3/2021
461580594-00;2451;0;289;2/3/2021
369329403-00;48117;0;1120;2/3/2021
261624946-00;9923;0;176;3/3/2021
213495513-00;47852;0;3228;5/3/2021
278669108-00;9502;0;1205;5/3/2021
208050936-00;101588;0;62;5/3/2021
445757798-00;47520;0;474;5/3/2021
344581434-00;88929;0;1979;5/3/2021
304227747-00;92149;0;37;6/3/2021
232842259-00;21700;0;1568;6/3/2021
147306724-00;65215;0;4954;7/3/2021
148961631-00;77674;1;4329;7/3/2021
371586843-00;91034;1;1394;8/3/2021
329629117-00;72395;0;126;9/3/2021
244226401-00;7450;0;1283;11/3/2021
252276434-00;104401;1;1086;11/3/2021
155772659-00;40165;0;205;12/3/2021
312762716-00;50685;0;2872;12/3/2021
235106963-00;33697;0;366;13/03/2021
229278756-00;103529;0;581;14/03/2021
424105272-00;52372;0;196;14/03/2021
135543055-00;97561;1;334;14/03/2021
170859621-00;97096;1;3690;15/03/2021
276668839-00;74668;0;854;15/03/2021
169546760-00;12621;0;134;15/03/2021
415248165-00;100952;0;63;15/03/2021
312915746-00;71227;1;1359;16/03/2021
309709322-00;47659;0;845;16/03/2021
460971932-00;45199;0;2639;17/03/2021
316114757-00;25726;0;149;17/03/2021
409697689-00;62700;1;818;18/03/2021
165716866-00;54989;0;644;19/03/2021
133943349-00;103788;0;16;19/03/2021
306695564-00;19276;0;821;20/03/2021
105276266-00;43829;0;2429;20/03/2021
359876299-00;97352;0;1576;22/03/2021
447838635-00;107709;1;79;25/03/2021
207948472-00;108094;0;372;25/03/2021
274594643-00;76511;0;7703;26/03/2021
320942051-00;35425;0;126;26/03/2021
309669628-00;79359;0;127;27/03/2021
265241419-00;62746;0;737;28/03/2021
207514375-00;79967;0;108;28/03/2021
247689222-00;65415;0;469;28/03/2021
236327790-00;64780;0;3974;30/03/2021
278510122-00;1420;0;376;2/4/2021
150388486-00;8859;0;92;3/4/2021
429006906-00;22048;1;4;5/4/2021
194135667-00;96751;0;219;6/4/2021
184633660-00;49026;1;479;6/4/2021
315280889-00;59185;0;228;6/4/2021
161413853-00;77103;0;994;7/4/2021
440919440-00;6208;0;124;8/4/2021
302619832-00;109837;0;1272;9/4/2021
307592140-00;109503;0;800;11/4/2021
162656545-00;76816;1;376;13/04/2021
326042914-00;9019;1;330;15/04/2021
219055063-00;25720;1;1379;16/04/2021
270171319-00;89831;0;528;19/04/2021
206837843-00;48974;0;312;19/04/2021
300723670-00;29486;0;0;20/04/2021
197384713-00;87077;0;10813;20/04/2021
313379128-00;72702;1;1547;20/04/2021
132189167-00;14809;0;2260;20/04/2021
210648224-00;58588;0;69;23/04/2021
209382676-00;13314;0;1361;23/04/2021
417644156-00;85866;0;1051;24/04/2021
350853982-00;94360;0;1085;25/04/2021
301242814-00;69617;0;136;26/04/2021
131123411-00;82459;0;85;27/04/2021
186853445-00;99566;0;41;27/04/2021
197237228-00;65655;1;1384;27/04/2021
391108589-00;38197;0;4273;28/04/2021
383930669-00;82514;0;371;29/04/2021
325007818-00;88672;0;379;30/04/2021
322836890-00;33241;0;2204;1/5/2021
340740172-00;35074;0;199;1/5/2021
400008112-00;1409;0;1978;2/5/2021
426008271-00;13688;0;438;2/5/2021
455239702-00;88561;0;57;7/5/2021
210230068-00;25436;0;117;8/5/2021
312386009-00;47378;0;146;8/5/2021
148117728-00;85843;1;134;9/5/2021
435269062-00;106931;0;2021;10/5/2021
214159997-00;2495;0;4407;12/5/2021
167542228-00;106199;0;10228;12/5/2021
294969764-00;76287;0;733;15/05/2021
381091050-00;101377;0;165;16/05/2021
388820717-00;82531;1;177;16/05/2021
245436799-00;43693;0;1219;18/05/2021
412720075-00;82933;0;398;19/05/2021
352624665-00;107384;1;71;19/05/2021
369598354-00;64543;1;131;19/05/2021
293540508-00;26824;1;5080;19/05/2021
231731982-00;82922;1;60;19/05/2021
421872728-00;55587;1;1410;22/05/2021
369950945-00;68057;1;3;26/05/2021
279741580-00;1951;0;8835;26/05/2021
267254337-00;100492;0;3160;28/05/2021
247359987-00;13863;0;3347;29/05/2021
131900978-00;36154;1;782;3/6/2021
416132021-00;8239;1;63;3/6/2021
271755925-00;2895;0;69;4/6/2021
102753290-00;52767;0;1914;4/6/2021
424665712-00;44490;1;122;4/6/2021
206286191-00;89246;0;1761;6/6/2021
440587233-00;43864;0;2209;6/6/2021
222059625-00;77910;1;212;9/6/2021
428606913-00;36803;1;1200;9/6/2021
195487702-00;47962;0;614;12/6/2021
227670982-00;8679;0;1024;13/06/2021
143570912-00;81706;1;24;14/06/2021
107944855-00;82439;1;2049;15/06/2021
317250674-00;22818;0;2281;18/06/2021
375964140-00;2697;1;89;20/06/2021
179592776-00;66888;0;3174;22/06/2021
454642042-00;60958;0;4524;23/06/2021
275012158-00;60633;0;1517;23/06/2021
135358086-00;70905;0;5234;23/06/2021
249190488-00;38754;0;5;24/06/2021
283102434-00;53438;0;2625;24/06/2021
343296535-00;69837;0;169;26/06/2021
360826127-00;1784;1;93;26/06/2021
451038417-00;84073;0;1658;26/06/2021
228235479-00;73707;0;980;28/06/2021
350975227-00;37647;0;1531;29/06/2021
317684507-00;89369;0;2730;29/06/2021
250252012-00;57242;1;791;29/06/2021
139991939-00;58242;0;11;30/06/2021
245119082-00;91561;0;1500;30/06/2021
363388595-00;106734;0;223;1/7/2021
428889263-00;73273;0;716;3/7/2021
250695827-00;16789;0;6887;13/07/2021
347647749-00;15782;1;951;14/07/2021
326042914-00;39042;0;1624;22/07/2021
171605181-00;74928;0;762;24/07/2021
108999421-00;17976;0;1638;25/07/2021
386511968-00;53267;0;6445;27/07/2021
204387783-00;43581;0;158;27/07/2021
185732552-00;104605;1;3837;28/07/2021
344021906-00;49814;0;98;31/07/2021
415372986-00;67948;1;801;10/8/2021
318423693-00;76609;0;451;11/8/2021
352604894-00;6532;1;1491;13/08/2021
119326621-00;107616;0;1110;14/08/2021
282471122-00;102273;1;15544;14/08/2021
