91825;0;1410;25/02/2021
73893;0;140;25/02/2021
56371;0;3268;25/02/2021
98491;0;1814;25/02/2021
6487;0;460;26/02/2021
84689;0;795;27/02/2021
5852;1;110;28/02/2021
10356;1;248;29/02/2021
48413;0;118;01/03/2021
106815;1;454;01/03/2021
43592;0;2291;02/03/2021
75538;1;881;02/03/2021
79747;0;95;02/03/2021
2451;0;289;02/03/2021
48117;0;1120;02/03/2021
9923;0;176;03/03/2021
47852;0;3228;05/03/2021
9502;0;1205;05/03/2021
101588;0;62;05/03/2021
47520;0;474;05/03/2021
88929;0;1979;05/03/2021
92149;0;37;06/03/2021
21700;0;1568;06/03/2021
65215;0;4954;07/03/2021
77674;1;4329;07/03/2021
91034;1;1394;08/03/2021
72395;0;126;09/03/2021
7450;0;1283;11/03/2021
104401;1;1086;11/03/2021
40165;0;205;12/03/2021
50685;0;2872;12/03/2021
33697;0;366;13/03/2021
103529;0;581;14/03/2021
52372;0;196;14/03/2021
97561;1;334;14/03/2021
97096;1;3690;15/03/2021
74668;0;854;15/03/2021
12621;0;134;15/03/2021
100952;0;63;15/03/2021
71227;1;1359;16/03/2021
47659;0;845;16/03/2021
45199;0;2639;17/03/2021
25726;0;149;17/03/2021
62700;1;818;18/03/2021
54989;0;644;19/03/2021
103788;0;16;19/03/2021
19276;0;821;20/03/2021
43829;0;2429;20/03/2021
97352;0;1576;22/03/2021
107709;1;79;25/03/2021
108094;0;372;25/03/2021
76511;0;7703;26/03/2021
35425;0;126;26/03/2021
79359;0;127;27/03/2021
62746;0;737;28/03/2021
79967;0;108;28/03/2021
65415;0;469;28/03/2021
64780;0;3974;30/03/2021
1420;0;376;02/04/2021
8859;0;92;03/04/2021
22048;1;4;05/04/2021
96751;0;219;06/04/2021
49026;1;479;06/04/2021
59185;0;228;06/04/2021
77103;0;994;07/04/2021
6208;0;124;08/04/2021
109837;0;1272;09/04/2021
109503;0;800;11/04/2021
76816;1;376;13/04/2021
9019;1;330;15/04/2021
25720;1;1379;16/04/2021
89831;0;528;19/04/2021
48974;0;312;19/04/2021
29486;0;0;20/04/2021
87077;0;10813;20/04/2021
72702;1;1547;20/04/2021
14809;0;2260;20/04/2021
58588;0;69;23/04/2021
13314;0;1361;23/04/2021
85866;0;1051;24/04/2021
94360;0;1085;25/04/2021
69617;0;136;26/04/2021
82459;0;85;27/04/2021
99566;0;41;27/04/2021
65655;1;1384;27/04/2021
38197;0;4273;28/04/2021
82514;0;371;29/04/2021
88672;0;379;30/04/2021
33241;0;2204;01/05/2021
35074;0;199;01/05/2021
1409;0;1978;02/05/2021
13688;0;438;02/05/2021
88561;0;57;07/05/2021
25436;0;117;08/05/2021
47378;0;146;08/05/2021
85843;1;134;09/05/2021
106931;0;2021;10/05/2021
2495;0;4407;12/05/2021
106199;0;10228;12/05/2021
76287;0;733;15/05/2021
101377;0;165;16/05/2021
82531;1;177;16/05/2021
43693;0;1219;18/05/2021
82933;0;398;19/05/2021
107384;1;71;19/05/2021
64543;1;131;19/05/2021
26824;1;5080;19/05/2021
82922;1;60;19/05/2021
55587;1;1410;22/05/2021
68057;1;3;26/05/2021
1951;0;8835;26/05/2021
100492;0;3160;28/05/2021
13863;0;3347;29/05/2021
36154;1;782;03/06/2021
8239;1;63;03/06/2021
2895;0;69;04/06/2021
52767;0;1914;04/06/2021
44490;1;122;04/06/2021
89246;0;1761;06/06/2021
43864;0;2209;06/06/2021
77910;1;212;09/06/2021
36803;1;1200;09/06/2021
47962;0;614;12/06/2021
8679;0;1024;13/06/2021
81706;1;24;14/06/2021
82439;1;2049;15/06/2021
22818;0;2281;18/06/2021
2697;1;89;20/06/2021
66888;0;3174;22/06/2021
60958;0;4524;23/06/2021
60633;0;1517;23/06/2021
70905;0;5234;23/06/2021
38754;0;5;24/06/2021
53438;0;2625;24/06/2021
69837;0;169;26/06/2021
1784;1;93;26/06/2021
84073;0;1658;26/06/2021
73707;0;980;28/06/2021
37647;0;1531;29/06/2021
89369;0;2730;29/06/2021
57242;1;791;29/06/2021
58242;0;11;30/06/2021
91561;0;1500;30/06/2021
106734;0;223;01/07/2021
73273;0;716;03/07/2021
16789;0;6887;13/07/2021
15782;1;951;14/07/2021
39042;0;1624;22/07/2021
74928;0;762;24/07/2021
17976;0;1638;25/07/2021
53267;0;6445;27/07/2021
43581;0;158;27/07/2021
104605;1;3837;28/07/2021
49814;0;98;31/07/2021
67948;1;801;10/08/2021
76609;0;451;11/08/2021
6532;1;1491;13/08/2021
107616;0;1110;14/08/2021
102273;1;15544;14/08/2021
65897;0;900;15/08/2021
54808;1;1215;19/08/2021
83125;0;278;04/09/2021
107820;0;1334;05/09/2021
64903;0;875;18/09/2021
70776;0;1244;27/09/2021
51918;0;324;15/10/2021
